,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,complex_word_count,word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_for_whole_report
0,3662,SUNBEAM CORP/FL/,199803,06-03-1998,10-K405,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-000413.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
1,3662,SUNBEAM CORP/FL/,199805,15-05-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-001001.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
2,3662,SUNBEAM CORP/FL/,199808,13-08-1998,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-98-000783.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
3,3662,SUNBEAM CORP/FL/,199811,12-11-1998,10-K/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002145.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
4,3662,SUNBEAM CORP/FL/,199811,16-11-1998,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-98-001203.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
5,3662,SUNBEAM CORP/FL/,199811,25-11-1998,10-Q/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002278.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
6,3662,SUNBEAM CORP/FL/,199812,22-12-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002401.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
7,3662,SUNBEAM CORP/FL/,199812,22-12-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002402.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
8,3662,SUNBEAM CORP/FL/,199903,31-03-1999,NT 10-K,https://www.sec.gov/Archives/edgar/data/3662/0000950172-99-000362.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
9,3662,SUNBEAM CORP/FL/,199905,11-05-1999,10-K,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-000775.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
10,3662,SUNBEAM CORP/FL/,199905,17-05-1999,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-99-000584.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
11,3662,SUNBEAM CORP/FL/,199906,11-06-1999,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-001005.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
12,3662,SUNBEAM CORP/FL/,199908,16-08-1999,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-99-001074.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
13,3662,SUNBEAM CORP/FL/,199908,19-08-1999,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-001361.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
14,3662,SUNBEAM CORP/FL/,199911,08-11-1999,10-K/A,https://www.sec.gov/Archives/edgar/data/3662/0000889812-99-003241.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
15,3662,SUNBEAM CORP/FL/,199911,08-11-1999,10-Q/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-001639.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
16,3662,SUNBEAM CORP/FL/,199911,08-11-1999,10-Q/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-001640.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
17,3662,SUNBEAM CORP/FL/,199911,15-11-1999,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-99-001626.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
18,3662,SUNBEAM CORP/FL/,199911,19-11-1999,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-001856.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
19,3982,ALLIS CHALMERS ENERGY INC.,200603,22-03-2006,10-K,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-002926.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
20,3982,ALLIS CHALMERS ENERGY INC.,200605,01-05-2006,10-K/A,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-004690.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
21,3982,ALLIS CHALMERS ENERGY INC.,200605,10-05-2006,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-005244.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
22,3982,ALLIS CHALMERS ENERGY INC.,200607,24-07-2006,10-K/A,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-007243.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
23,3982,ALLIS CHALMERS ENERGY INC.,200607,24-07-2006,10-Q/A,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-007244.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
24,3982,ALLIS CHALMERS ENERGY INC.,200608,14-08-2006,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-007871.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
25,3982,ALLIS CHALMERS ENERGY INC.,200611,08-11-2006,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-06-009522.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
26,3982,ALLIS CHALMERS ENERGY INC.,200612,29-12-2006,10-Q/A,https://www.sec.gov/Archives/edgar/data/3982/0000950134-06-023819.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
27,3982,ALLIS CHALMERS ENERGY INC.,200703,15-03-2007,10-K,https://www.sec.gov/Archives/edgar/data/3982/0000950129-07-001381.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
28,3982,ALLIS CHALMERS ENERGY INC.,200705,10-05-2007,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-07-002432.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
29,3982,ALLIS CHALMERS ENERGY INC.,200708,09-08-2007,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-07-003918.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
30,3982,ALLIS CHALMERS ENERGY INC.,200711,06-11-2007,10-Q,https://www.sec.gov/Archives/edgar/data/3982/0000950129-07-005361.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
31,3982,ALLIS CHALMERS ENERGY INC.,200803,07-03-2008,10-K,https://www.sec.gov/Archives/edgar/data/3982/0000950129-08-001569.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
32,3982,ALLIS CHALMERS ENERGY INC.,200804,29-04-2008,10-K/A,https://www.sec.gov/Archives/edgar/data/3982/0000950129-08-002507.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
33,4447,AMERADA HESS CORP,200311,12-11-2003,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-03-012528.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
34,4447,AMERADA HESS CORP,200403,12-03-2004,10-K,https://www.sec.gov/Archives/edgar/data/4447/0000950123-04-003250.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
35,4447,AMERADA HESS CORP,200403,15-03-2004,10-K/A,https://www.sec.gov/Archives/edgar/data/4447/0000950123-04-003322.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
36,4447,AMERADA HESS CORP,200405,07-05-2004,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-04-005950.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
37,4447,AMERADA HESS CORP,200408,06-08-2004,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-04-009350.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
38,4447,AMERADA HESS CORP,200411,05-11-2004,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-04-013054.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
39,4447,AMERADA HESS CORP,200503,14-03-2005,10-K,https://www.sec.gov/Archives/edgar/data/4447/0000950123-05-003078.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
40,4447,AMERADA HESS CORP,200505,06-05-2005,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-05-005767.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
41,4447,AMERADA HESS CORP,200508,05-08-2005,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-05-009475.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
42,4447,AMERADA HESS CORP,200511,07-11-2005,10-Q,https://www.sec.gov/Archives/edgar/data/4447/0000950123-05-013153.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
43,4457,AMERCO /NV/,199911,08-11-1999,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-99-000043.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
44,4457,AMERCO /NV/,200002,10-02-2000,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-00-000018.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
45,4457,AMERCO /NV/,200006,29-06-2000,10-K,https://www.sec.gov/Archives/edgar/data/4457/0000004457-00-000067.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
46,4457,AMERCO /NV/,200008,11-08-2000,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-00-000080.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
47,4457,AMERCO /NV/,200011,13-11-2000,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-00-000105.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
48,4457,AMERCO /NV/,200102,14-02-2001,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-01-500024.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
49,4457,AMERCO /NV/,200107,02-07-2001,10-K,https://www.sec.gov/Archives/edgar/data/4457/0000004457-01-500063.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
50,4457,AMERCO /NV/,200107,02-07-2001,NT 10-K,https://www.sec.gov/Archives/edgar/data/4457/0000004457-01-500060.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
51,4457,AMERCO /NV/,200108,10-08-2001,10-Q,https://www.sec.gov/Archives/edgar/data/4457/0000004457-01-500081.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
52,4457,AMERCO /NV/,200108,10-08-2001,10-Q/A,https://www.sec.gov/Archives/edgar/data/4457/0000004457-01-500083.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
53,4515,AMERICAN AIRLINES INC,200810,16-10-2008,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000004515-08-000073.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
54,4515,AMERICAN AIRLINES INC,200902,19-02-2009,10-K,https://www.sec.gov/Archives/edgar/data/4515/0000004515-09-000008.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
55,4515,AMERICAN AIRLINES INC,200904,16-04-2009,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000004515-09-000018.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
56,4515,AMERICAN AIRLINES INC,200907,15-07-2009,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000004515-09-000029.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
57,4515,AMERICAN AIRLINES INC,200910,21-10-2009,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000004515-09-000039.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
58,4515,AMERICAN AIRLINES INC,200911,06-11-2009,10-Q/A,https://www.sec.gov/Archives/edgar/data/4515/0000004515-09-000041.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
59,4515,AMERICAN AIRLINES INC,201002,17-02-2010,10-K,https://www.sec.gov/Archives/edgar/data/4515/0000004515-10-000006.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
60,4515,AMERICAN AIRLINES INC,201004,21-04-2010,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000004515-10-000016.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
61,4515,AMERICAN AIRLINES INC,201007,21-07-2010,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000950123-10-066865.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
62,4515,AMERICAN AIRLINES INC,201010,20-10-2010,10-Q,https://www.sec.gov/Archives/edgar/data/4515/0000950123-10-094615.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
63,4962,AMERICAN EXPRESS CO,201404,29-04-2014,10-Q,https://www.sec.gov/Archives/edgar/data/4962/0001193125-14-167067.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
64,4962,AMERICAN EXPRESS CO,201407,30-07-2014,10-Q,https://www.sec.gov/Archives/edgar/data/4962/0001193125-14-286961.txt,45,12,0.5789473582640815,4.4,0.4090909090909091,1.9236363636363638,36,88,1,0,0.5113636363636364,0.13636363636363635,0.011363636363636364,0.0,0
65,5588,AMERICAN PAD & PAPER CO,199611,06-11-1996,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000930661-96-001510.txt,36,24,0.19999999666666674,5.1,0.4803921568627451,2.232156862745098,49,102,0,3,0.35294117647058826,0.23529411764705882,0.0,0.029411764705882353,3
66,5588,AMERICAN PAD & PAPER CO,199703,31-03-1997,10-K,https://www.sec.gov/Archives/edgar/data/5588/0000950134-97-002428.txt,56,7,0.777777765432099,3.65,0.5616438356164384,1.6846575342465755,41,73,1,1,0.7671232876712328,0.0958904109589041,0.0136986301369863,0.0136986301369863,1
67,5588,AMERICAN PAD & PAPER CO,199705,15-05-1997,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000950134-97-003934.txt,48,9,0.6842105143120962,3.5,0.42857142857142855,1.5714285714285714,30,70,3,1,0.6857142857142857,0.12857142857142856,0.04285714285714286,0.014285714285714285,1
68,5588,AMERICAN PAD & PAPER CO,199708,14-08-1997,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000950134-97-006223.txt,24,8,0.49999998437500054,2.25,0.6222222222222222,1.1488888888888888,28,45,0,0,0.5333333333333333,0.17777777777777778,0.0,0.0,0
69,5588,AMERICAN PAD & PAPER CO,199711,14-11-1997,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000950134-97-008577.txt,29,5,0.7058823321799315,2.05,0.6829268292682927,1.0931707317073172,28,41,0,0,0.7073170731707317,0.12195121951219512,0.0,0.0,0
70,5588,AMERICAN PAD & PAPER CO,199803,27-03-1998,10-K,https://www.sec.gov/Archives/edgar/data/5588/0000950134-98-002477.txt,68,25,0.4623655864261765,7.1,0.5422535211267606,3.0569014084507042,77,142,2,0,0.4788732394366197,0.176056338028169,0.014084507042253521,0.0,0
71,5588,AMERICAN PAD & PAPER CO,199805,14-05-1998,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000950134-98-004241.txt,61,14,0.6266666583111112,4.95,0.6060606060606061,2.2224242424242426,60,99,3,1,0.6161616161616161,0.1414141414141414,0.030303030303030304,0.010101010101010102,1
72,5588,AMERICAN PAD & PAPER CO,199808,14-08-1998,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000950134-98-006988.txt,45,5,0.7999999840000004,2.95,0.6271186440677966,1.4308474576271188,37,59,3,0,0.7627118644067796,0.0847457627118644,0.05084745762711865,0.0,0
73,5588,AMERICAN PAD & PAPER CO,199811,13-11-1998,10-Q,https://www.sec.gov/Archives/edgar/data/5588/0000005588-98-000008.txt,37,20,0.2982456088027086,5.4,0.5833333333333334,2.3933333333333335,63,108,1,1,0.3425925925925926,0.18518518518518517,0.009259259259259259,0.009259259259259259,1
